Year,Month,Date,Precip (mm),
2011,7,28,0.199999986,
2011,7,29,0,
2011,7,30,0,
2011,7,31,0,
2011,8,1,5.588,
2011,8,2,0,
2011,8,3,55.884,
2011,8,4,2.286,
2011,8,5,0.254,
2011,8,6,0,
2011,8,7,0,
2011,8,8,0,
2011,8,9,0,
2011,8,10,0,
2011,8,11,0,
2011,8,12,0,
2011,8,13,0,
2011,8,14,0.762,
2011,8,15,0.508,
2011,8,16,7.62,
2011,8,17,0,
2011,8,18,0,
2011,8,19,,
2011,8,20,0,
2011,8,21,1.524,
2011,8,22,7.112,
2011,8,23,0,
2011,8,24,0,
2011,8,25,0,
2011,8,26,0.199999986,
2011,8,27,0,
2011,8,28,0.799999945,
2011,8,29,4.200999709,
2011,8,30,0,
2011,8,31,0.199999986,
2011,9,1,0,
2011,9,2,0.199999986,
2011,9,3,0,
2011,9,4,0,
2011,9,5,0,
2011,9,6,3.59999975,
2011,9,7,0.199999986,
2011,9,8,0,
2011,9,9,0,
2011,9,10,0,
2011,9,11,0,
2011,9,12,0,
2011,9,13,0,
2011,9,14,9.199999361,
2011,9,15,3.999999722,
2011,9,16,0,
2011,9,17,0.199999986,
2011,9,18,0,
2011,9,19,0,
2011,9,20,0,
2011,9,21,0,
2011,9,22,0,
2011,9,23,0,
2011,9,24,0,
2011,9,25,0,
2011,9,26,0,
2011,9,27,0,
2011,9,28,0,
2011,9,29,0,
2011,9,30,0,
2011,10,1,0,
2011,10,2,0.199999986,
2011,10,3,0,
2011,10,4,0,
2011,10,5,0,
2011,10,6,0,
2011,10,7,0,
2011,10,8,14.59999899,
2011,10,9,0.799999944,
2011,10,10,0,
2011,10,11,0,
2011,10,12,0,
2011,10,13,0,
2011,10,14,0,
2011,10,15,0,
2011,10,16,0,
2011,10,17,2.599999819,
2011,10,18,0,
2011,10,19,0,
2011,10,20,0,
2011,10,21,0,
2011,10,22,0,
2011,10,23,0,
2011,10,24,3.05,
2011,10,25,0,
2011,10,26,3.599999752,
2011,10,27,0.999999931,
2011,10,28,0,
2011,10,29,0.25,
2011,10,30,0.25,
2011,10,31,0.25,
2011,11,1,1.78,
2011,11,2,1.199999918,
2011,11,3,0.599999958,
2011,11,4,0.51,
2011,11,5,0.25,
2011,11,6,0,
2011,11,7,0,
2011,11,8,0,
2011,11,9,0,
2011,11,10,0,
2011,11,11,0,
2011,11,12,0,
2011,11,13,0.51,
2011,11,14,0,
2011,11,15,0,
2011,11,16,0,
2011,11,17,0,
2011,11,18,0,
2011,11,19,0.799999944,
2011,11,20,0.81,
2011,11,21,0,
2011,11,22,0,
2011,11,23,0,
2011,11,24,3.3,
2011,11,25,0,
2011,11,26,1,
2011,11,27,0,
2011,11,28,0,
2011,11,29,0.51,
2011,11,30,0,
2011,12,1,0,
2011,12,2,0,
2011,12,3,0.25,
2011,12,4,0.25,
2011,12,5,0.76,
2011,12,6,,
2011,12,7,0,
2011,12,8,0,
2011,12,9,0,
2011,12,10,0,
2011,12,11,0,
2011,12,12,0,
2011,12,13,0,
2011,12,14,0,
2011,12,15,0,
2011,12,16,0,
2011,12,17,0,
2011,12,18,0,
2011,12,19,0,
2011,12,20,0,
2011,12,21,0,
2011,12,22,1.59999989,
2011,12,23,1.6,
2011,12,24,0.25,
2011,12,25,0,
2011,12,26,0,
2011,12,27,1.02,
2011,12,28,0,
2011,12,29,0,
2011,12,30,3,
2011,12,31,0,
2012,1,1,0,
2012,1,2,0,
2012,1,3,0,
2012,1,4,0,
2012,1,5,0,
2012,1,6,0,
2012,1,7,0,
2012,1,8,0,
2012,1,9,0,
2012,1,10,0,
2012,1,11,0,
2012,1,12,0,
2012,1,13,0,
2012,1,14,0,
2012,1,15,0,
2012,1,16,0,
2012,1,17,0,
2012,1,18,0,
2012,1,19,0.762,
2012,1,20,0,
2012,1,21,0,
2012,1,22,0,
2012,1,23,0,
2012,1,24,0,
2012,1,25,0,
2012,1,26,0,
2012,1,27,0,
2012,1,28,0,
2012,1,29,0,
2012,1,30,0,
2012,1,31,0,
2012,2,1,0,
2012,2,2,0,
2012,2,3,0,
2012,2,4,0.399999972,
2012,2,5,0,
2012,2,6,0,
2012,2,7,0,
2012,2,8,0,
2012,2,9,0,
2012,2,10,2.032,
2012,2,11,2.54,
2012,2,12,2.399999835,
2012,2,13,0.199999986,
2012,2,14,0,
2012,2,15,,
2012,2,16,0,
2012,2,17,0.508,
2012,2,18,0,
2012,2,19,0,
2012,2,20,0,
2012,2,21,1.524,
2012,2,22,0,
2012,2,23,0,
2012,2,24,0,
2012,2,25,0,
2012,2,26,0,
2012,2,27,0,
2012,2,28,0.199999986,
2012,2,29,0,
2012,3,1,0,
2012,3,2,0,
2012,3,3,0.508,
2012,3,4,0,
2012,3,5,0,
2012,3,6,0,
2012,3,7,0,
2012,3,8,0,
2012,3,9,0,
2012,3,10,0,
2012,3,11,0,
2012,3,12,0,
2012,3,13,0.25,
2012,3,14,0.25,
2012,3,15,0,
2012,3,16,0,
2012,3,17,0,
2012,3,18,0,
2012,3,19,0.762,
2012,3,20,0,
2012,3,21,0,
2012,3,22,0,
2012,3,23,0,
2012,3,24,0,
2012,3,25,2.29,
2012,3,26,0,
2012,3,27,0,
2012,3,28,0,
2012,3,29,0,
2012,3,30,0,
2012,3,31,0,
2012,4,1,0,
2012,4,2,0,
2012,4,3,2.286,
2012,4,4,0,
2012,4,5,0,
2012,4,6,0,
2012,4,7,0,
2012,4,8,0,
2012,4,9,0,
2012,4,10,0,
2012,4,11,0,
2012,4,12,9.144,
2012,4,13,6.096,
2012,4,14,0,
2012,4,15,0.2,
2012,4,16,5.334,
2012,4,17,0,
2012,4,18,0,
2012,4,19,0,
2012,4,20,0.708,
2012,4,21,0,
2012,4,22,0,
2012,4,23,0,
2012,4,24,4.6,
2012,4,25,3,
2012,4,26,2.4,
2012,4,27,5.2,
2012,4,28,5.842,
2012,4,29,0,
2012,4,30,0,
2012,5,1,0,
2012,5,2,0,
2012,5,3,0,
2012,5,4,0,
2012,5,5,0,
2012,5,6,0,
2012,5,7,0.8,
2012,5,8,0,
2012,5,9,0,
2012,5,10,0,
2012,5,11,0,
2012,5,12,0,
2012,5,13,0,
2012,5,14,0,
2012,5,15,0,
2012,5,16,0,
2012,5,17,0,
2012,5,18,0,
2012,5,19,2.6,
2012,5,20,0,
2012,5,21,0,
2012,5,22,0,
2012,5,23,1.2,
2012,5,24,0,
2012,5,25,0.4,
2012,5,26,0.2,
2012,5,27,0,
2012,5,28,0,
2012,5,29,0,
2012,5,30,0,
2012,5,31,0,
2012,6,1,0,
2012,6,2,2.6,
2012,6,3,0.2,
2012,6,4,0,
2012,6,5,0,
2012,6,6,45,
2012,6,7,2.2,
2012,6,8,0,
2012,6,9,0,
2012,6,10,0,
2012,6,11,0,
2012,6,12,0,
2012,6,13,0,
2012,6,14,0,
2012,6,15,0,
2012,6,16,0,
2012,6,17,0,
2012,6,18,0,
2012,6,19,0.6,
2012,6,20,0,
2012,6,21,0,
2012,6,22,0,
2012,6,23,0,
2012,6,24,6.6,
2012,6,25,0,
2012,6,26,0.6,
2012,6,27,2.2,
2012,6,28,1,
2012,6,29,0,
2012,6,30,0,
2012,7,1,0,
2012,7,2,0,
2012,7,3,0,
2012,7,4,0,
2012,7,5,0,
2012,7,6,2.8,
2012,7,7,37,
2012,7,8,1.2,
2012,7,9,0,
2012,7,10,0,
2012,7,11,0.8,
2012,7,12,0,
2012,7,13,0,
2012,7,14,0,
2012,7,15,0,
2012,7,16,10.2,
2012,7,17,2.8,
2012,7,18,0,
2012,7,19,0,
2012,7,20,0,
2012,7,21,0,
2012,7,22,0,
2012,7,23,0.6,
2012,7,24,1.4,
2012,7,25,1.2,
2012,7,26,0,
2012,7,27,0.4,
2012,7,28,0,
2012,7,29,1.8,
2012,7,30,0,
2012,7,31,0.8,
2012,8,1,0,
2012,8,2,0,
2012,8,3,0,
2012,8,4,0,
2012,8,5,0,
2012,8,6,0,
2012,8,7,0,
2012,8,8,0,
2012,8,9,0,
2012,8,10,0,
2012,8,11,0.2,
2012,8,12,0,
2012,8,13,0.8,
2012,8,14,0,
2012,8,15,0,
2012,8,16,0,
2012,8,17,0,
2012,8,18,0,
2012,8,19,0,
2012,8,20,0.2,
2012,8,21,0,
2012,8,22,0,
2012,8,23,1.6,
2012,8,24,0,
2012,8,25,0,
2012,8,26,0,
2012,8,27,0.2,
2012,8,28,1.4,
2012,8,29,0.2,
2012,8,30,0,
2012,8,31,0,
2012,9,1,0.4,
2012,9,2,0.4,
2012,9,3,0,
2012,9,4,0,
2012,9,5,0,
2012,9,6,0,
2012,9,7,0.4,
2012,9,8,0,
2012,9,9,0,
2012,9,10,0,
2012,9,11,4.6,
2012,9,12,6.8,
2012,9,13,0,
2012,9,14,0,
2012,9,15,0,
2012,9,16,0,
2012,9,17,0,
2012,9,18,0,
2012,9,19,0,
2012,9,20,0,
2012,9,21,0,
2012,9,22,0,
2012,9,23,0,
2012,9,24,0,
2012,9,25,1.6,
2012,9,26,2.2,
2012,9,27,7.2,
2012,9,28,0,
2012,9,29,0,
2012,9,30,0,
2012,10,1,0,
2012,10,2,0,
2012,10,3,0,
2012,10,4,0,
2012,10,5,0,
2012,10,6,0.8,
2012,10,7,0.4,
2012,10,8,0,
2012,10,9,0,
2012,10,10,0,
2012,10,11,0,
2012,10,12,0,
2012,10,13,7.2,
2012,10,14,0,
2012,10,15,0,
2012,10,16,0,
2012,10,17,0,
2012,10,18,0,
2012,10,19,0,
2012,10,20,0,
2012,10,21,0,
2012,10,22,0,
2012,10,23,0,
2012,10,24,2.2,
2012,10,25,3,
2012,10,26,1,
2012,10,27,2.6,
2012,10,28,0,
2012,10,29,0,
2012,10,30,0,
2012,10,31,0,
2012,11,1,0,
2012,11,2,0,
2012,11,3,0,
2012,11,4,0,
2012,11,5,0,
2012,11,6,0,
2012,11,7,0,
2012,11,8,0,
2012,11,9,0,
2012,11,10,0,
2012,11,11,0,
2012,11,12,0,
2012,11,13,0,
2012,11,14,0,
2012,11,15,0.2,
2012,11,16,0,
2012,11,17,0,
2012,11,18,0,
2012,11,19,0,
2012,11,20,0,
2012,11,21,0,
2012,11,22,0,
2012,11,23,0,
2012,11,24,0,
2012,11,25,0,
2012,11,26,0,
2012,11,27,0,
2012,11,28,0,
2012,11,29,0,
2012,11,30,0,
2012,12,1,0,
2012,12,2,0,
2012,12,3,0,
2012,12,4,0,
2012,12,5,0,
2012,12,6,0,
2012,12,7,0,
2012,12,8,0.25,
2012,12,9,0,
2012,12,10,0,
2012,12,11,0,
2012,12,12,0,
2012,12,13,0,
2012,12,14,0,
2012,12,15,0,
2012,12,16,0,
2012,12,17,0,
2012,12,18,0,
2012,12,19,2.03,
2012,12,20,0.25,
2012,12,21,0.76,
2012,12,22,0,
2012,12,23,0,
2012,12,24,0.76,
2012,12,25,2.2,
2012,12,26,1.67,
2012,12,27,0,
2012,12,28,0,
2012,12,29,0.25,
2012,12,30,0,
2012,12,31,0.25,
2013,1,1,0.254,
2013,1,2,0,
2013,1,3,0,
2013,1,4,0,
2013,1,5,0,
2013,1,6,0.254,
2013,1,7,0,
2013,1,8,0,
2013,1,9,0,
2013,1,10,0,
2013,1,11,0,
2013,1,12,1.016,
2013,1,13,0.508,
2013,1,14,0.508,
2013,1,15,1.016,
2013,1,16,0,
2013,1,17,0,
2013,1,18,0,
2013,1,19,0,
2013,1,20,0,
2013,1,21,0,
2013,1,22,0,
2013,1,23,0,
2013,1,24,0,
2013,1,25,0,
2013,1,26,0,
2013,1,27,0,
2013,1,28,0,
2013,1,29,0,
2013,1,30,0,
2013,1,31,0,
2013,2,1,0,
2013,2,2,0,
2013,2,3,0,
2013,2,4,0,
2013,2,5,0,
2013,2,6,0,
2013,2,7,0,
2013,2,8,0,
2013,2,9,0,
2013,2,10,0,
2013,2,11,0,
2013,2,12,0,
2013,2,13,0,
2013,2,14,0,
2013,2,15,0,
2013,2,16,0,
2013,2,17,0,
2013,2,18,0,
2013,2,19,0,
2013,2,20,14.986,
2013,2,21,0.254,
2013,2,22,0,
2013,2,23,0.254,
2013,2,24,0.762,
2013,2,25,0.454,
2013,2,26,0.254,
2013,2,27,0.762,
2013,2,28,0.254,
2013,3,1,0.508,
2013,3,2,0.508,
2013,3,3,2.286,
2013,3,4,0,
2013,3,5,0,
2013,3,6,0,
2013,3,7,0,
2013,3,8,0,
2013,3,9,0,
2013,3,10,0,
2013,3,11,0,
2013,3,12,1.6,
2013,3,13,0.508,
2013,3,14,0.762,
2013,3,15,0.254,
2013,3,16,0,
2013,3,17,0,
2013,3,18,0,
2013,3,19,0,
2013,3,20,0,
2013,3,21,1.6,
2013,3,22,0,
2013,3,23,0,
2013,3,24,0,
2013,3,25,0,
2013,3,26,0,
2013,3,27,0.2,
2013,3,28,0,
2013,3,29,0,
2013,3,30,0.8,
2013,3,31,0,
2013,4,1,0,
2013,4,2,0,
2013,4,3,0,
2013,4,4,0,
2013,4,5,0,
2013,4,6,0,
2013,4,7,2.216,
2013,4,8,0,
2013,4,9,0,
2013,4,10,0,
2013,4,11,1.016,
2013,4,12,2.724,
2013,4,13,2.308,
2013,4,14,1.524,
2013,4,15,10.204,
2013,4,16,10.414,
2013,4,17,4.318,
2013,4,18,0.762,
2013,4,19,0.6,
2013,4,20,0.6,
2013,4,21,1.016,
2013,4,22,0,
2013,4,23,0.6,
2013,4,24,0,
2013,4,25,1.016,
2013,4,26,0,
2013,4,27,0,
2013,4,28,0,
2013,4,29,7.874,
2013,4,30,12.36,
2013,5,1,7.208,
2013,5,2,9.6,
2013,5,3,0,
2013,5,4,0,
2013,5,5,0,
2013,5,6,0,
2013,5,7,1.4,
2013,5,8,3,
2013,5,9,3.2,
2013,5,10,0.2,
2013,5,11,0.2,
2013,5,12,0,
2013,5,13,0,
2013,5,14,0,
2013,5,15,0,
2013,5,16,0,
2013,5,17,0,
2013,5,18,0,
2013,5,19,1.4,
2013,5,20,0.6,
2013,5,21,0,
2013,5,22,0,
2013,5,23,0,
2013,5,24,0,
2013,5,25,0,
2013,5,26,0,
2013,5,27,0,
2013,5,28,0,
2013,5,29,8,
2013,5,30,0,
2013,5,31,0,
2013,6,1,0,
2013,6,2,0,
2013,6,3,0,
2013,6,4,0.8,
2013,6,5,0,
2013,6,6,0,
2013,6,7,3.4,
2013,6,8,0,
2013,6,9,0,
2013,6,10,0.2,
2013,6,11,0,
2013,6,12,0,
2013,6,13,0,
2013,6,14,0,
2013,6,15,0,
2013,6,16,0,
2013,6,17,0,
2013,6,18,0,
2013,6,19,0,
2013,6,20,0,
2013,6,21,0,
2013,6,22,0,
2013,6,23,0,
2013,6,24,0,
2013,6,25,0,
2013,6,26,0,
2013,6,27,0,
2013,6,28,0,
2013,6,29,0,
2013,6,30,0,
2013,7,1,1.4,
2013,7,2,0,
2013,7,3,0,
2013,7,4,0,
2013,7,5,1,
2013,7,6,0,
2013,7,7,0,
2013,7,8,0,
2013,7,9,0,
2013,7,10,0,
2013,7,11,0,
2013,7,12,3.4,
2013,7,13,23.2,
2013,7,14,0,
2013,7,15,0.2,
2013,7,16,0,
2013,7,17,0,
2013,7,18,15.4,
2013,7,19,0,
2013,7,20,2,
2013,7,21,0,
2013,7,22,0,
2013,7,23,0.8,
2013,7,24,7.4,
2013,7,25,0,
2013,7,26,1.4,
2013,7,27,0,
2013,7,28,1,
2013,7,29,0,
2013,7,30,2.2,
2013,7,31,0,
2013,8,1,0,
2013,8,2,0,
2013,8,3,0.4,
2013,8,4,5.8,
2013,8,5,1.2,
2013,8,6,2.2,
2013,8,7,0,
2013,8,8,0,
2013,8,9,0,
2013,8,10,0,
2013,8,11,0,
2013,8,12,4.2,
2013,8,13,0,
2013,8,14,0,
2013,8,15,0,
2013,8,16,0,
2013,8,17,0,
2013,8,18,0.2,
2013,8,19,0,
2013,8,20,0,
2013,8,21,3.4,
2013,8,22,0,
2013,8,23,0.4,
2013,8,24,0,
2013,8,25,0,
2013,8,26,2.4,
2013,8,27,0,
2013,8,28,0.2,
2013,8,29,0,
2013,8,30,0.8,
2013,8,31,1,
2013,9,1,0,
2013,9,2,0,
2013,9,3,3.378,
2013,9,4,0,
2013,9,5,0,
2013,9,6,6.2,
2013,9,7,0,
2013,9,8,0,
2013,9,9,24,
2013,9,10,2.6,
2013,9,11,28.8,
2013,9,12,16,
2013,9,13,56.81,
2013,9,14,14.8,
2013,9,15,29.2,
2013,9,16,2,
2013,9,17,0,
2013,9,18,0,
2013,9,19,1,
2013,9,20,0,
2013,9,21,0,
2013,9,22,2.4,
2013,9,23,9,
2013,9,24,0,
2013,9,25,0,
2013,9,26,0,
2013,9,27,3.4,
2013,9,28,0.2,
2013,9,29,0,
2013,9,30,0,
2013,10,1,0,
2013,10,2,0,
2013,10,3,5.6,
2013,10,4,3.794,
2013,10,5,0.2,
2013,10,6,0,
2013,10,7,0,
2013,10,8,0,
2013,10,9,0,
2013,10,10,7.2,
2013,10,11,0,
2013,10,12,0,
2013,10,13,0,
2013,10,14,3.2,
2013,10,15,0,
2013,10,16,0,
2013,10,17,11.938,
2013,10,18,5.08,
2013,10,19,2.8,
2013,10,20,0.6,
2013,10,21,1.524,
2013,10,22,0,
2013,10,23,0,
2013,10,24,0,
2013,10,25,0,
2013,10,26,0,
2013,10,27,0,
2013,10,28,0,
2013,10,29,0.2,
2013,10,30,7.696,
2013,10,31,2.032,
2013,11,1,0,
2013,11,2,0,
2013,11,3,0,
2013,11,4,0,
2013,11,5,0,
2013,11,6,0,
2013,11,7,0,
2013,11,8,0,
2013,11,9,0,
2013,11,10,0,
2013,11,11,0,
2013,11,12,0,
2013,11,13,0,
2013,11,14,0,
2013,11,15,0,
2013,11,16,0,
2013,11,17,0,
2013,11,18,0,
2013,11,19,0,
2013,11,20,0,
2013,11,21,0,
2013,11,22,0.2,
2013,11,23,0,
2013,11,24,0,
2013,11,25,0,
2013,11,26,0,
2013,11,27,1.016,
2013,11,28,0,
2013,11,29,0,
2013,11,30,0,
2013,12,1,0,
2013,12,2,0,
2013,12,3,0,
2013,12,4,0,
2013,12,5,0.762,
2013,12,6,1.524,
2013,12,7,0.762,
2013,12,8,0.508,
2013,12,9,1.016,
2013,12,10,0,
2013,12,11,0.254,
2013,12,12,0,
2013,12,13,0,
2013,12,14,0,
2013,12,15,0,
2013,12,16,0,
2013,12,17,0,
2013,12,18,0,
2013,12,19,0,
2013,12,20,0,
2013,12,21,0,
2013,12,22,0,
2013,12,23,0.4,
2013,12,24,0,
2013,12,25,0,
2013,12,26,0,
2013,12,27,0,
2013,12,28,0,
2013,12,29,0,
2013,12,30,0,
2013,12,31,0,
